,1-1A,10-2B,11-2C,12-2D,13-2E,14-2F,15-2G,16-2H,17-3A,18-3B,19-3C,2-1B,20-3D,21-3E,22-3F,23-3G,24-3H,25-4A,26-4B,27-4C,28-4D,29-4E,3-1C,30-4F,31-4G,32-4H,33-5A,34-5B,35-5C,36-5D,37-6E,38-5F,39-5G,4-1D,40-5H,5-1E,6-1F,7-1G,8-1H,9-2A
Sedimentibacter,0.141184656,0.132453487,0.163075092,0.190384479,0.211501132,0.239280261,0.280493851,0.226596909,0.338381708,0.367623842,0.194265528,0.110933782,0.164271449,0.211501132,0.210151667,0.264002626,0.245009499,0.252248227,0.189098992,0.212854465,0.196873244,0.211501132,0.145659105,0.262522009,0.196873244,0.20479281,0.262522009,0.305104928,0.223818412,0.172767363,0.261044584,0.283531187,0.449317947,0.117880195,0.23785669,0.236436652,0.216937513,0.269956577,0.164271449,0.235020168
Sericytochromatia,0.028191068,0.026234215,0.033240128,0.039841755,0.045192899,0.052585402,0.064363399,0.049158556,0.082778322,0.093037969,0.040808628,0.021543398,0.033522137,0.045192899,0.0448442,0.059527935,0.054162759,0.05618257,0.03952312,0.04554354,0.041462423,0.045192899,0.029206286,0.059101995,0.041462423,0.043468688,0.059101995,0.071905963,0.048419568,0.035543455,0.058678292,0.065272676,0.125857225,0.023037435,0.052196339,0.051809371,0.046607203,0.061254238,0.033522137,0.05142449
Sh765B-TzT-35,0.257604425,0.243716737,0.291420435,0.331704564,0.361497055,0.399007731,0.451407596,0.382110586,0.519119176,0.550973318,0.337266373,0.208463831,0.293228469,0.361497055,0.359627049,0.430885495,0.406517691,0.415899549,0.329853636,0.363367868,0.340981309,0.361497055,0.264631573,0.429014502,0.340981309,0.352155997,0.429014502,0.480989946,0.378358075,0.305952241,0.427142786,0.455124984,0.632649793,0.220006097,0.397129969,0.395252182,0.368984703,0.438361457,0.293228469,0.393374413
Sideroxydans,0.106528757,0.099692,0.123820562,0.145700614,0.162858072,0.18575338,0.220418853,0.175253644,0.270570876,0.296579811,0.148838225,0.082985898,0.124771871,0.162858072,0.161755301,0.206446214,0.190521974,0.196570019,0.144662925,0.163964877,0.150950391,0.162858072,0.11004562,0.205198397,0.150950391,0.157384642,0.205198397,0.241528267,0.172963915,0.131546471,0.20395436,0.223007291,0.371767713,0.0883562,0.184570996,0.183392533,0.167309442,0.211475087,0.124771871,0.182217997
Sideroxydans_paludicola,0.028191068,0.026234215,0.033240128,0.039841755,0.045192899,0.052585402,0.064363399,0.049158556,0.082778322,0.093037969,0.040808628,0.021543398,0.033522137,0.045192899,0.0448442,0.059527935,0.054162759,0.05618257,0.03952312,0.04554354,0.041462423,0.045192899,0.029206286,0.059101995,0.041462423,0.043468688,0.059101995,0.071905963,0.048419568,0.035543455,0.058678292,0.065272676,0.125857225,0.023037435,0.052196339,0.051809371,0.046607203,0.061254238,0.033522137,0.05142449
Simkaniaceae,0.028191068,0.026234215,0.033240128,0.039841755,0.045192899,0.052585402,0.064363399,0.049158556,0.082778322,0.093037969,0.040808628,0.021543398,0.033522137,0.045192899,0.0448442,0.059527935,0.054162759,0.05618257,0.03952312,0.04554354,0.041462423,0.045192899,0.029206286,0.059101995,0.041462423,0.043468688,0.059101995,0.071905963,0.048419568,0.035543455,0.058678292,0.065272676,0.125857225,0.023037435,0.052196339,0.051809371,0.046607203,0.061254238,0.033522137,0.05142449
Singulisphaera,0.028191068,0.026234215,0.033240128,0.039841755,0.045192899,0.052585402,0.064363399,0.049158556,0.082778322,0.093037969,0.040808628,0.021543398,0.033522137,0.045192899,0.0448442,0.059527935,0.054162759,0.05618257,0.03952312,0.04554354,0.041462423,0.045192899,0.029206286,0.059101995,0.041462423,0.043468688,0.059101995,0.071905963,0.048419568,0.035543455,0.058678292,0.065272676,0.125857225,0.023037435,0.052196339,0.051809371,0.046607203,0.061254238,0.033522137,0.05142449
Singulisphaera_acidiphila,0.028191068,0.026234215,0.033240128,0.039841755,0.045192899,0.052585402,0.064363399,0.049158556,0.082778322,0.093037969,0.040808628,0.021543398,0.033522137,0.045192899,0.0448442,0.059527935,0.054162759,0.05618257,0.03952312,0.04554354,0.041462423,0.045192899,0.029206286,0.059101995,0.041462423,0.043468688,0.059101995,0.071905963,0.048419568,0.035543455,0.058678292,0.065272676,0.125857225,0.023037435,0.052196339,0.051809371,0.046607203,0.061254238,0.033522137,0.05142449
Skermanella_aerolata,0.073806814,0.068908111,0.086300207,0.102324421,0.115061934,0.132299765,0.158936853,0.124360032,0.198664742,0.219844865,0.104642357,0.057033887,0.086991869,0.115061934,0.114238643,0.148121125,0.13592519,0.140540991,0.101558935,0.115888877,0.106205597,0.115061934,0.076335713,0.147160465,0.106205597,0.110981906,0.147160465,0.175483575,0.122636366,0.091930631,0.146203564,0.160952356,0.283417289,0.060836162,0.131402723,0.1305094,0.118391657,0.152001382,0.086991869,0.129619793
Solibacillus,0.141184656,0.132453487,0.163075092,0.190384479,0.211501132,0.239280261,0.280493851,0.226596909,0.338381708,0.367623842,0.194265528,0.110933782,0.164271449,0.211501132,0.210151667,0.264002626,0.245009499,0.252248227,0.189098992,0.212854465,0.196873244,0.211501132,0.145659105,0.262522009,0.196873244,0.20479281,0.262522009,0.305104928,0.223818412,0.172767363,0.261044584,0.283531187,0.449317947,0.117880195,0.23785669,0.236436652,0.216937513,0.269956577,0.164271449,0.235020168
Solirubrobacter,0.848111053,0.83833746,0.868735423,0.888729956,0.901094617,0.914410558,0.929781249,0.908687997,0.94556797,0.951796658,0.891176859,0.809090143,0.869728867,0.901094617,0.9003694,0.924147409,0.916822655,0.919730413,0.887900407,0.901813831,0.892774005,0.901094617,0.852743889,0.92361055,0.892774005,0.897407325,0.92361055,0.937158816,0.90735811,0.876447131,0.92306941,0.930754322,0.965173201,0.81945925,0.913795227,0.913174882,0.903936013,0.926252811,0.869728867,0.912549474
Solirubrobacteraceae,0.300877413,0.285554158,0.337789297,0.381036349,0.412524602,0.451585315,0.505087031,0.434069757,0.572448463,0.603468399,0.38694639,0.246219804,0.339747076,0.412524602,0.410560362,0.484278833,0.459328538,0.468966108,0.379066286,0.414488065,0.39088579,0.412524602,0.308594322,0.482372502,0.39088579,0.402696589,0.482372502,0.534758093,0.430162217,0.353479847,0.480463881,0.508836455,0.68112252,0.259168078,0.449645242,0.447703544,0.420373324,0.491880514,0.339747076,0.445760265
Solirubrobacterales,0.300877413,0.285554158,0.337789297,0.381036349,0.412524602,0.451585315,0.505087031,0.434069757,0.572448463,0.603468399,0.38694639,0.246219804,0.339747076,0.412524602,0.410560362,0.484278833,0.459328538,0.468966108,0.379066286,0.414488065,0.39088579,0.412524602,0.308594322,0.482372502,0.39088579,0.402696589,0.482372502,0.534758093,0.430162217,0.353479847,0.480463881,0.508836455,0.68112252,0.259168078,0.449645242,0.447703544,0.420373324,0.491880514,0.339747076,0.445760265
Solitalea_koreensis,0.257604425,0.243716737,0.291420435,0.331704564,0.361497055,0.399007731,0.451407596,0.382110586,0.519119176,0.550973318,0.337266373,0.208463831,0.293228469,0.361497055,0.359627049,0.430885495,0.406517691,0.415899549,0.329853636,0.363367868,0.340981309,0.361497055,0.264631573,0.429014502,0.340981309,0.352155997,0.429014502,0.480989946,0.378358075,0.305952241,0.427142786,0.455124984,0.632649793,0.220006097,0.397129969,0.395252182,0.368984703,0.438361457,0.293228469,0.393374413
Sorangiineae_bacterium,0.141184656,0.132453487,0.163075092,0.190384479,0.211501132,0.239280261,0.280493851,0.226596909,0.338381708,0.367623842,0.194265528,0.110933782,0.164271449,0.211501132,0.210151667,0.264002626,0.245009499,0.252248227,0.189098992,0.212854465,0.196873244,0.211501132,0.145659105,0.262522009,0.196873244,0.20479281,0.262522009,0.305104928,0.223818412,0.172767363,0.261044584,0.283531187,0.449317947,0.117880195,0.23785669,0.236436652,0.216937513,0.269956577,0.164271449,0.235020168
Sphaerisporangium,0.028191068,0.026234215,0.033240128,0.039841755,0.045192899,0.052585402,0.064363399,0.049158556,0.082778322,0.093037969,0.040808628,0.021543398,0.033522137,0.045192899,0.0448442,0.059527935,0.054162759,0.05618257,0.03952312,0.04554354,0.041462423,0.045192899,0.029206286,0.059101995,0.041462423,0.043468688,0.059101995,0.071905963,0.048419568,0.035543455,0.058678292,0.065272676,0.125857225,0.023037435,0.052196339,0.051809371,0.046607203,0.061254238,0.033522137,0.05142449
Sphingobacteriales,0.196974612,0.185538645,0.225246463,0.259736206,0.285829382,0.319416264,0.367759778,0.304183704,0.432823523,0.464497257,0.26456902,0.156954569,0.226775335,0.285829382,0.284176591,0.348623856,0.326241377,0.33481576,0.258131751,0.287484916,0.267806784,0.285829382,0.202799647,0.346892337,0.267806784,0.277593514,0.346892337,0.395815524,0.300823891,0.237584887,0.345162322,0.371254489,0.549028683,0.166243852,0.317715052,0.316015935,0.292467638,0.355564264,0.226775335,0.31431895
Sphingomonadaceae,0.106528757,0.099692,0.123820562,0.145700614,0.162858072,0.18575338,0.220418853,0.175253644,0.270570876,0.296579811,0.148838225,0.082985898,0.124771871,0.162858072,0.161755301,0.206446214,0.190521974,0.196570019,0.144662925,0.163964877,0.150950391,0.162858072,0.11004562,0.205198397,0.150950391,0.157384642,0.205198397,0.241528267,0.172963915,0.131546471,0.20395436,0.223007291,0.371767713,0.0883562,0.184570996,0.183392533,0.167309442,0.211475087,0.124771871,0.182217997
Sphingomonas,0.645876715,0.628785757,0.683721008,0.72290851,0.748484934,0.777268579,0.812210141,0.764735774,0.850169946,0.865765364,0.727885432,0.580593576,0.685607947,0.748484934,0.746954953,0.799180656,0.78262686,0.789146993,0.721230491,0.750006006,0.731156154,0.748484934,0.654162665,0.797952698,0.731156154,0.740745113,0.797952698,0.829677545,0.761858783,0.698530252,0.796717323,0.814487408,0.900520556,0.597194667,0.775908916,0.774541133,0.754516175,0.804019114,0.685607947,0.773165187
Sphingomonas_daechungensis,0.058147722,0.054227492,0.068185614,0.081145023,0.091514866,0.105646171,0.127706672,0.099123276,0.161123724,0.179196521,0.083027561,0.044761411,0.068743018,0.091514866,0.090842763,0.118716196,0.108632647,0.112442242,0.080523767,0.092190208,0.084298302,0.091514866,0.06017494,0.117919848,0.084298302,0.088186597,0.117919848,0.141549252,0.097710367,0.072728272,0.117126969,0.129387065,0.234548527,0.047786981,0.104908,0.104173195,0.094235735,0.121936407,0.068743018,0.10344175
Sphingomonas_rhizophila,0.042945107,0.040006279,0.050499323,0.060314845,0.068220356,0.079067688,0.096175026,0.074049951,0.122499889,0.136947616,0.061746605,0.032936236,0.050920046,0.068220356,0.067706582,0.089177421,0.081371184,0.084315189,0.059842681,0.0687368,0.062713915,0.068220356,0.044467337,0.088559307,0.062713915,0.065678029,0.088559307,0.107019101,0.072965492,0.053931884,0.087944163,0.097486888,0.182145357,0.03519195,0.078498926,0.077932992,0.07030224,0.091679738,0.050920046,0.077369879
Sphingopyxis,0.028191068,0.026234215,0.033240128,0.039841755,0.045192899,0.052585402,0.064363399,0.049158556,0.082778322,0.093037969,0.040808628,0.021543398,0.033522137,0.045192899,0.0448442,0.059527935,0.054162759,0.05618257,0.03952312,0.04554354,0.041462423,0.045192899,0.029206286,0.059101995,0.041462423,0.043468688,0.059101995,0.071905963,0.048419568,0.035543455,0.058678292,0.065272676,0.125857225,0.023037435,0.052196339,0.051809371,0.046607203,0.061254238,0.033522137,0.05142449
Spirochaeta,0.028191068,0.026234215,0.033240128,0.039841755,0.045192899,0.052585402,0.064363399,0.049158556,0.082778322,0.093037969,0.040808628,0.021543398,0.033522137,0.045192899,0.0448442,0.059527935,0.054162759,0.05618257,0.03952312,0.04554354,0.041462423,0.045192899,0.029206286,0.059101995,0.041462423,0.043468688,0.059101995,0.071905963,0.048419568,0.035543455,0.058678292,0.065272676,0.125857225,0.023037435,0.052196339,0.051809371,0.046607203,0.061254238,0.033522137,0.05142449
Spirochaeta_sp.,0.323409148,0.307443007,0.361655319,0.406084185,0.438177018,0.477691638,0.531289935,0.460012857,0.597924007,0.628295782,0.412124052,0.26621702,0.363675458,0.438177018,0.436181322,0.510515768,0.485486226,0.495169985,0.404069161,0.440171095,0.416145783,0.438177018,0.331429991,0.508608014,0.416145783,0.428183295,0.508608014,0.560756211,0.456059977,0.377821959,0.5066972,0.535023594,0.703476903,0.279826519,0.475736701,0.473779327,0.446143157,0.518115537,0.363675458,0.471819556
Sporosarcina,0.884769384,0.877012578,0.900997133,0.91654954,0.926079932,0.93626993,0.947938482,0.931900054,0.959819468,0.964478612,0.918440814,0.853539815,0.901774019,0.926079932,0.925522776,0.943673192,0.93810768,0.940319781,0.915907769,0.926632252,0.919673886,0.926079932,0.888431177,0.943266046,0.919673886,0.923244774,0.943266046,0.953503751,0.930882518,0.907016353,0.94285553,0.948673828,0.974430426,0.861906732,0.935800721,0.935327524,0.928260685,0.945268724,0.901774019,0.934850299
Stenotrophobacter,0.106528757,0.099692,0.123820562,0.145700614,0.162858072,0.18575338,0.220418853,0.175253644,0.270570876,0.296579811,0.148838225,0.082985898,0.124771871,0.162858072,0.161755301,0.206446214,0.190521974,0.196570019,0.144662925,0.163964877,0.150950391,0.162858072,0.11004562,0.205198397,0.150950391,0.157384642,0.205198397,0.241528267,0.172963915,0.131546471,0.20395436,0.223007291,0.371767713,0.0883562,0.184570996,0.183392533,0.167309442,0.211475087,0.124771871,0.182217997
Stenotrophomonas,0.058147722,0.054227492,0.068185614,0.081145023,0.091514866,0.105646171,0.127706672,0.099123276,0.161123724,0.179196521,0.083027561,0.044761411,0.068743018,0.091514866,0.090842763,0.118716196,0.108632647,0.112442242,0.080523767,0.092190208,0.084298302,0.091514866,0.06017494,0.117919848,0.084298302,0.088186597,0.117919848,0.141549252,0.097710367,0.072728272,0.117126969,0.129387065,0.234548527,0.047786981,0.104908,0.104173195,0.094235735,0.121936407,0.068743018,0.10344175
Steroidobacter,0.106528757,0.099692,0.123820562,0.145700614,0.162858072,0.18575338,0.220418853,0.175253644,0.270570876,0.296579811,0.148838225,0.082985898,0.124771871,0.162858072,0.161755301,0.206446214,0.190521974,0.196570019,0.144662925,0.163964877,0.150950391,0.162858072,0.11004562,0.205198397,0.150950391,0.157384642,0.205198397,0.241528267,0.172963915,0.131546471,0.20395436,0.223007291,0.371767713,0.0883562,0.184570996,0.183392533,0.167309442,0.211475087,0.124771871,0.182217997
Steroidobacteraceae,0.812314721,0.800778807,0.836864777,0.860936819,0.875958877,0.892254276,0.911217604,0.885236256,0.930867526,0.938669286,0.863901314,0.766628078,0.838054462,0.875958877,0.875074905,0.904247738,0.895219235,0.898798854,0.85993272,0.876835888,0.865838506,0.875958877,0.817804843,0.90358473,0.865838506,0.871468164,0.90358473,0.920378549,0.883608562,0.846117202,0.90291664,0.912423698,0.955518458,0.778672587,0.891498558,0.890736947,0.879425759,0.906849811,0.838054462,0.889969391
Streptomyces_scabrisporus,0.089930835,0.084059076,0.104844607,0.123845425,0.13884754,0.159008492,0.189846527,0.149742497,0.235140552,0.258952784,0.126582128,0.069769679,0.105667707,0.13884754,0.137880575,0.177370968,0.163228137,0.168590202,0.122940991,0.13981842,0.128426112,0.13884754,0.092956755,0.176259856,0.128426112,0.134051852,0.176259856,0.208812286,0.147726376,0.111537218,0.175152598,0.192164443,0.329064045,0.074354061,0.157963322,0.156922053,0.142754547,0.181853896,0.105667707,0.155884685
Streptomyces_sp.,0.743266489,0.728902949,0.774339323,0.805493168,0.825289033,0.847078907,0.872860188,0.837653777,0.900068605,0.911013833,0.809377897,0.687243352,0.775862859,0.825289033,0.82411647,0.863330715,0.851079522,0.855924396,0.804179796,0.826453319,0.811922203,0.825289033,0.750155165,0.862427493,0.811922203,0.81934223,0.862427493,0.885481602,0.835476646,0.786232119,0.86151792,0.874515602,0.93493404,0.701791246,0.846061,0.845035886,0.829897098,0.866881018,0.775862859,0.844003512
Streptomycetaceae,0.058147722,0.054227492,0.068185614,0.081145023,0.091514866,0.105646171,0.127706672,0.099123276,0.161123724,0.179196521,0.083027561,0.044761411,0.068743018,0.091514866,0.090842763,0.118716196,0.108632647,0.112442242,0.080523767,0.092190208,0.084298302,0.091514866,0.06017494,0.117919848,0.084298302,0.088186597,0.117919848,0.141549252,0.097710367,0.072728272,0.117126969,0.129387065,0.234548527,0.047786981,0.104908,0.104173195,0.094235735,0.121936407,0.068743018,0.10344175
Streptosporangiaceae,0.106528757,0.099692,0.123820562,0.145700614,0.162858072,0.18575338,0.220418853,0.175253644,0.270570876,0.296579811,0.148838225,0.082985898,0.124771871,0.162858072,0.161755301,0.206446214,0.190521974,0.196570019,0.144662925,0.163964877,0.150950391,0.162858072,0.11004562,0.205198397,0.150950391,0.157384642,0.205198397,0.241528267,0.172963915,0.131546471,0.20395436,0.223007291,0.371767713,0.0883562,0.184570996,0.183392533,0.167309442,0.211475087,0.124771871,0.182217997
Streptosporangium,0.555587111,0.537260556,0.597060751,0.641353315,0.671031926,0.705188115,0.747767979,0.690215925,0.795473895,0.815527159,0.647079947,0.486882605,0.599161603,0.671031926,0.669238998,0.73174403,0.711637122,0.719523489,0.639427751,0.672816652,0.650856044,0.671031926,0.564561397,0.730242903,0.650856044,0.661985021,0.730242903,0.76952863,0.686800867,0.613634732,0.728734269,0.750586742,0.861204431,0.504024303,0.703556255,0.701916511,0.678121752,0.737673951,0.599161603,0.700268863
Subgroup_10,0.419827015,0.401928557,0.461694745,0.508621109,0.541430067,0.580632942,0.631809732,0.563252811,0.692426392,0.719014321,0.514863968,0.354518384,0.463867619,0.541430067,0.539415615,0.612239158,0.588215576,0.597568563,0.506531224,0.543439519,0.519003158,0.541430067,0.428723885,0.610425326,0.519003158,0.531308438,0.610425326,0.659012484,0.559331712,0.478977834,0.608605757,0.635292331,0.782207092,0.370363586,0.578723509,0.576808604,0.549437588,0.619436897,0.463867619,0.574888247
Subgroup_11,0.028191068,0.026234215,0.033240128,0.039841755,0.045192899,0.052585402,0.064363399,0.049158556,0.082778322,0.093037969,0.040808628,0.021543398,0.033522137,0.045192899,0.0448442,0.059527935,0.054162759,0.05618257,0.03952312,0.04554354,0.041462423,0.045192899,0.029206286,0.059101995,0.041462423,0.043468688,0.059101995,0.071905963,0.048419568,0.035543455,0.058678292,0.065272676,0.125857225,0.023037435,0.052196339,0.051809371,0.046607203,0.061254238,0.033522137,0.05142449
Subgroup_18,0.042945107,0.040006279,0.050499323,0.060314845,0.068220356,0.079067688,0.096175026,0.074049951,0.122499889,0.136947616,0.061746605,0.032936236,0.050920046,0.068220356,0.067706582,0.089177421,0.081371184,0.084315189,0.059842681,0.0687368,0.062713915,0.068220356,0.044467337,0.088559307,0.062713915,0.065678029,0.088559307,0.107019101,0.072965492,0.053931884,0.087944163,0.097486888,0.182145357,0.03519195,0.078498926,0.077932992,0.07030224,0.091679738,0.050920046,0.077369879
